sender,subject,message,content,label
support@wikipedia.org,Appointment reminder,Class starts tomorrow. Please bring your notebook.,From: support@wikipedia.org Subject: Appointment reminder Class starts tomorrow. Please bring your notebook. Link: https://wikipedia.org/profile/3695,0
security@wallet-kyc-alert.test,Your wallet is blocked,URGENT: your bank account is blocked. Verify login now,From: security@wallet-kyc-alert.test Subject: Your wallet is blocked URGENT: your bank account is blocked. Verify login now. Click http://wallet-kyc-alert.test/verify/4619 and submit password OTP PIN card details.,1
support@wallet-kyc-alert.test,Urgent account verification required,URGENT: your bank account is blocked. Verify login now,From: support@wallet-kyc-alert.test Subject: Urgent account verification required URGENT: your bank account is blocked. Verify login now. Click http://wallet-kyc-alert.test/login/4407 and submit password OTP PIN card details.,1
billing@openai.com,Meeting notes,Class starts tomorrow. Please bring your notebook.,From: billing@openai.com Subject: Meeting notes Class starts tomorrow. Please bring your notebook. Link: https://openai.com/help/3607,0
reward@secure-login-check.test,Prize claim pending,URGENT: your bank account is blocked. Verify login now,From: reward@secure-login-check.test Subject: Prize claim pending URGENT: your bank account is blocked. Verify login now. Click http://secure-login-check.test/claim/4369 and submit password OTP PIN card details.,1
reward@paypal-security.example.ru,Unusual login detected,Refund failed. Enter card details to receive money,From: reward@paypal-security.example.ru Subject: Unusual login detected Refund failed. Enter card details to receive money. Click http://paypal-security.example.ru/claim/4939 and submit password OTP PIN card details.,1
noreply@khanacademy.org,Password changed successfully,Your appointment is confirmed for Friday at 10:00 AM.,From: noreply@khanacademy.org Subject: Password changed successfully Your appointment is confirmed for Friday at 10:00 AM. Link: https://khanacademy.org/receipt/3621,0
security@khalti-refund.test,Refund failed: update card now,Refund failed. Enter card details to receive money,From: security@khalti-refund.test Subject: Refund failed: update card now Refund failed. Enter card details to receive money. Click http://khalti-refund.test/login/4183 and submit password OTP PIN card details.,1
support@city-services.example,Project status summary,The invoice has been received and marked paid.,From: support@city-services.example Subject: Project status summary The invoice has been received and marked paid. Link: https://city-services.example/profile/3557,0
billing@nrb.org.np,Project status summary,Thank you for your payment. No further action is required.,From: billing@nrb.org.np Subject: Project status summary Thank you for your payment. No further action is required. Link: https://nrb.org.np/receipt/3126,0
billing@docs.djangoproject.com,Library book reminder,Thank you for your payment. No further action is required.,From: billing@docs.djangoproject.com Subject: Library book reminder Thank you for your payment. No further action is required. Link: https://docs.djangoproject.com/receipt/3806,0
verify@wallet-kyc-alert.test,Refund failed: update card now,KYC expired. Confirm wallet PIN and OTP to continue,From: verify@wallet-kyc-alert.test Subject: Refund failed: update card now KYC expired. Confirm wallet PIN and OTP to continue. Click http://wallet-kyc-alert.test/claim/4173 and submit password OTP PIN card details.,1
support@mozilla.org,Meeting notes,Class starts tomorrow. Please bring your notebook.,From: support@mozilla.org Subject: Meeting notes Class starts tomorrow. Please bring your notebook. Link: https://mozilla.org/receipt/3738,0
admin@wikipedia.org,Meeting notes,The invoice has been received and marked paid.,From: admin@wikipedia.org Subject: Meeting notes The invoice has been received and marked paid. Link: https://wikipedia.org/receipt/3477,0
billing@university.edu.np,Meeting notes,Your delivery is scheduled for tomorrow afternoon.,From: billing@university.edu.np Subject: Meeting notes Your delivery is scheduled for tomorrow afternoon. Link: https://university.edu.np/receipt/3968,0
admin@wikipedia.org,Project status summary,Class starts tomorrow. Please bring your notebook.,From: admin@wikipedia.org Subject: Project status summary Class starts tomorrow. Please bring your notebook. Link: https://wikipedia.org/receipt/3465,0
security@khalti-refund.test,Prize claim pending,"Congratulations, you won a cash prize. Claim reward immediately","From: security@khalti-refund.test Subject: Prize claim pending Congratulations, you won a cash prize. Claim reward immediately. Click http://khalti-refund.test/verify/4734 and submit password OTP PIN card details.",1
billing@nrb.org.np,Receipt for your recent purchase,Thank you for your payment. No further action is required.,From: billing@nrb.org.np Subject: Receipt for your recent purchase Thank you for your payment. No further action is required. Link: https://nrb.org.np/help/3728,0
security@esewa-bonus-claim.test,Refund failed: update card now,KYC expired. Confirm wallet PIN and OTP to continue,From: security@esewa-bonus-claim.test Subject: Refund failed: update card now KYC expired. Confirm wallet PIN and OTP to continue. Click http://esewa-bonus-claim.test/claim/4089 and submit password OTP PIN card details.,1
reward@wallet-kyc-alert.test,Refund failed: update card now,Customs fee pending. Pay now to release your parcel,From: reward@wallet-kyc-alert.test Subject: Refund failed: update card now Customs fee pending. Pay now to release your parcel. Click http://wallet-kyc-alert.test/claim/4317 and submit password OTP PIN card details.,1
verify@192.168.45.12,Your wallet is blocked,Customs fee pending. Pay now to release your parcel,From: verify@192.168.45.12 Subject: Your wallet is blocked Customs fee pending. Pay now to release your parcel. Click http://192.168.45.12/claim/4970 and submit password OTP PIN card details.,1
reward@192.168.45.12,Refund failed: update card now,Customs fee pending. Pay now to release your parcel,From: reward@192.168.45.12 Subject: Refund failed: update card now Customs fee pending. Pay now to release your parcel. Click http://192.168.45.12/login/4035 and submit password OTP PIN card details.,1
billing@university.edu.np,Meeting notes,Your appointment is confirmed for Friday at 10:00 AM.,From: billing@university.edu.np Subject: Meeting notes Your appointment is confirmed for Friday at 10:00 AM. Link: https://university.edu.np/profile/3144,0
verify@bank-support-update.test,Unusual login detected,"Congratulations, you won a cash prize. Claim reward immediately","From: verify@bank-support-update.test Subject: Unusual login detected Congratulations, you won a cash prize. Claim reward immediately. Click http://bank-support-update.test/verify/4460 and submit password OTP PIN card details.",1
support@coursera.org,Appointment reminder,Class starts tomorrow. Please bring your notebook.,From: support@coursera.org Subject: Appointment reminder Class starts tomorrow. Please bring your notebook. Link: https://coursera.org/receipt/3227,0
security@192.168.45.12,Urgent account verification required,KYC expired. Confirm wallet PIN and OTP to continue,From: security@192.168.45.12 Subject: Urgent account verification required KYC expired. Confirm wallet PIN and OTP to continue. Click http://192.168.45.12/login/4739 and submit password OTP PIN card details.,1
verify@google-login.example.net,Urgent account verification required,URGENT: your bank account is blocked. Verify login now,From: verify@google-login.example.net Subject: Urgent account verification required URGENT: your bank account is blocked. Verify login now. Click http://google-login.example.net/verify/4313 and submit password OTP PIN card details.,1
support@10.8.4.22,Urgent account verification required,URGENT: your bank account is blocked. Verify login now,From: support@10.8.4.22 Subject: Urgent account verification required URGENT: your bank account is blocked. Verify login now. Click http://10.8.4.22/verify/4309 and submit password OTP PIN card details.,1
admin@university.edu.np,Monthly statement is available,Thank you for your payment. No further action is required.,From: admin@university.edu.np Subject: Monthly statement is available Thank you for your payment. No further action is required. Link: https://university.edu.np/profile/3725,0
support@github.com,Monthly statement is available,Your appointment is confirmed for Friday at 10:00 AM.,From: support@github.com Subject: Monthly statement is available Your appointment is confirmed for Friday at 10:00 AM. Link: https://github.com/help/3904,0
verify@khalti-refund.test,Unusual login detected,URGENT: your bank account is blocked. Verify login now,From: verify@khalti-refund.test Subject: Unusual login detected URGENT: your bank account is blocked. Verify login now. Click http://khalti-refund.test/verify/4764 and submit password OTP PIN card details.,1
reward@bank-support-update.test,Urgent account verification required,Customs fee pending. Pay now to release your parcel,From: reward@bank-support-update.test Subject: Urgent account verification required Customs fee pending. Pay now to release your parcel. Click http://bank-support-update.test/claim/4030 and submit password OTP PIN card details.,1
noreply@hospital.org.np,Project status summary,Your delivery is scheduled for tomorrow afternoon.,From: noreply@hospital.org.np Subject: Project status summary Your delivery is scheduled for tomorrow afternoon. Link: https://hospital.org.np/receipt/3263,0
admin@hospital.org.np,Library book reminder,Your appointment is confirmed for Friday at 10:00 AM.,From: admin@hospital.org.np Subject: Library book reminder Your appointment is confirmed for Friday at 10:00 AM. Link: https://hospital.org.np/receipt/3538,0
admin@university.edu.np,Library book reminder,Your appointment is confirmed for Friday at 10:00 AM.,From: admin@university.edu.np Subject: Library book reminder Your appointment is confirmed for Friday at 10:00 AM. Link: https://university.edu.np/help/3848,0
security@secure-login-check.test,Final warning: confirm your password,URGENT: your bank account is blocked. Verify login now,From: security@secure-login-check.test Subject: Final warning: confirm your password URGENT: your bank account is blocked. Verify login now. Click http://secure-login-check.test/verify/4930 and submit password OTP PIN card details.,1
reward@10.8.4.22,Your wallet is blocked,URGENT: your bank account is blocked. Verify login now,From: reward@10.8.4.22 Subject: Your wallet is blocked URGENT: your bank account is blocked. Verify login now. Click http://10.8.4.22/verify/4079 and submit password OTP PIN card details.,1
support@account-verify-now.test,Your wallet is blocked,KYC expired. Confirm wallet PIN and OTP to continue,From: support@account-verify-now.test Subject: Your wallet is blocked KYC expired. Confirm wallet PIN and OTP to continue. Click http://account-verify-now.test/login/4951 and submit password OTP PIN card details.,1
support@wikipedia.org,Meeting notes,Your delivery is scheduled for tomorrow afternoon.,From: support@wikipedia.org Subject: Meeting notes Your delivery is scheduled for tomorrow afternoon. Link: https://wikipedia.org/help/3783,0
support@secure-login-check.test,Unusual login detected,Security alert. Update password within 24 hours,From: support@secure-login-check.test Subject: Unusual login detected Security alert. Update password within 24 hours. Click http://secure-login-check.test/claim/4050 and submit password OTP PIN card details.,1
billing@docs.djangoproject.com,Monthly statement is available,Class starts tomorrow. Please bring your notebook.,From: billing@docs.djangoproject.com Subject: Monthly statement is available Class starts tomorrow. Please bring your notebook. Link: https://docs.djangoproject.com/help/3221,0
support@10.8.4.22,Final warning: confirm your password,URGENT: your bank account is blocked. Verify login now,From: support@10.8.4.22 Subject: Final warning: confirm your password URGENT: your bank account is blocked. Verify login now. Click http://10.8.4.22/login/4776 and submit password OTP PIN card details.,1
billing@openai.com,Project status summary,Your appointment is confirmed for Friday at 10:00 AM.,From: billing@openai.com Subject: Project status summary Your appointment is confirmed for Friday at 10:00 AM. Link: https://openai.com/receipt/3209,0
billing@docs.djangoproject.com,Course update,Your delivery is scheduled for tomorrow afternoon.,From: billing@docs.djangoproject.com Subject: Course update Your delivery is scheduled for tomorrow afternoon. Link: https://docs.djangoproject.com/help/3244,0
reward@wallet-kyc-alert.test,Final warning: confirm your password,Refund failed. Enter card details to receive money,From: reward@wallet-kyc-alert.test Subject: Final warning: confirm your password Refund failed. Enter card details to receive money. Click http://wallet-kyc-alert.test/claim/4794 and submit password OTP PIN card details.,1
verify@account-verify-now.test,Prize claim pending,KYC expired. Confirm wallet PIN and OTP to continue,From: verify@account-verify-now.test Subject: Prize claim pending KYC expired. Confirm wallet PIN and OTP to continue. Click http://account-verify-now.test/claim/4925 and submit password OTP PIN card details.,1
billing@ird.gov.np,Project status summary,The invoice has been received and marked paid.,From: billing@ird.gov.np Subject: Project status summary The invoice has been received and marked paid. Link: https://ird.gov.np/help/3058,0
billing@hospital.org.np,Course update,Your appointment is confirmed for Friday at 10:00 AM.,From: billing@hospital.org.np Subject: Course update Your appointment is confirmed for Friday at 10:00 AM. Link: https://hospital.org.np/profile/3654,0
support@khanacademy.org,Library book reminder,Thank you for your payment. No further action is required.,From: support@khanacademy.org Subject: Library book reminder Thank you for your payment. No further action is required. Link: https://khanacademy.org/receipt/3703,0
verify@secure-login-check.test,Refund failed: update card now,KYC expired. Confirm wallet PIN and OTP to continue,From: verify@secure-login-check.test Subject: Refund failed: update card now KYC expired. Confirm wallet PIN and OTP to continue. Click http://secure-login-check.test/login/4472 and submit password OTP PIN card details.,1
admin@city-services.example,Receipt for your recent purchase,Class starts tomorrow. Please bring your notebook.,From: admin@city-services.example Subject: Receipt for your recent purchase Class starts tomorrow. Please bring your notebook. Link: https://city-services.example/help/3038,0
security@192.168.45.12,Prize claim pending,KYC expired. Confirm wallet PIN and OTP to continue,From: security@192.168.45.12 Subject: Prize claim pending KYC expired. Confirm wallet PIN and OTP to continue. Click http://192.168.45.12/login/4349 and submit password OTP PIN card details.,1
admin@company-intranet.example,Password changed successfully,Class starts tomorrow. Please bring your notebook.,From: admin@company-intranet.example Subject: Password changed successfully Class starts tomorrow. Please bring your notebook. Link: https://company-intranet.example/profile/3704,0
noreply@library.example,Project status summary,Your appointment is confirmed for Friday at 10:00 AM.,From: noreply@library.example Subject: Project status summary Your appointment is confirmed for Friday at 10:00 AM. Link: https://library.example/receipt/3689,0
noreply@city-services.example,Course update,Your appointment is confirmed for Friday at 10:00 AM.,From: noreply@city-services.example Subject: Course update Your appointment is confirmed for Friday at 10:00 AM. Link: https://city-services.example/profile/3063,0
admin@nrb.org.np,Project status summary,Thank you for your payment. No further action is required.,From: admin@nrb.org.np Subject: Project status summary Thank you for your payment. No further action is required. Link: https://nrb.org.np/profile/3713,0
reward@10.8.4.22,Unusual login detected,KYC expired. Confirm wallet PIN and OTP to continue,From: reward@10.8.4.22 Subject: Unusual login detected KYC expired. Confirm wallet PIN and OTP to continue. Click http://10.8.4.22/claim/4795 and submit password OTP PIN card details.,1
admin@ird.gov.np,Library book reminder,Your appointment is confirmed for Friday at 10:00 AM.,From: admin@ird.gov.np Subject: Library book reminder Your appointment is confirmed for Friday at 10:00 AM. Link: https://ird.gov.np/help/3624,0
support@ird.gov.np,Course update,Class starts tomorrow. Please bring your notebook.,From: support@ird.gov.np Subject: Course update Class starts tomorrow. Please bring your notebook. Link: https://ird.gov.np/profile/3476,0
reward@esewa-bonus-claim.test,Your wallet is blocked,Security alert. Update password within 24 hours,From: reward@esewa-bonus-claim.test Subject: Your wallet is blocked Security alert. Update password within 24 hours. Click http://esewa-bonus-claim.test/claim/4822 and submit password OTP PIN card details.,1
support@google-login.example.net,Final warning: confirm your password,KYC expired. Confirm wallet PIN and OTP to continue,From: support@google-login.example.net Subject: Final warning: confirm your password KYC expired. Confirm wallet PIN and OTP to continue. Click http://google-login.example.net/verify/4720 and submit password OTP PIN card details.,1
admin@ird.gov.np,Receipt for your recent purchase,Your delivery is scheduled for tomorrow afternoon.,From: admin@ird.gov.np Subject: Receipt for your recent purchase Your delivery is scheduled for tomorrow afternoon. Link: https://ird.gov.np/help/3339,0
support@docs.djangoproject.com,Monthly statement is available,Your OTP is 123456. Do not share it with anyone.,From: support@docs.djangoproject.com Subject: Monthly statement is available Your OTP is 123456. Do not share it with anyone. Link: https://docs.djangoproject.com/profile/3282,0
verify@wallet-kyc-alert.test,Prize claim pending,Security alert. Update password within 24 hours,From: verify@wallet-kyc-alert.test Subject: Prize claim pending Security alert. Update password within 24 hours. Click http://wallet-kyc-alert.test/verify/4411 and submit password OTP PIN card details.,1
admin@nepalbank.com.np,Appointment reminder,Your delivery is scheduled for tomorrow afternoon.,From: admin@nepalbank.com.np Subject: Appointment reminder Your delivery is scheduled for tomorrow afternoon. Link: https://nepalbank.com.np/help/3182,0
reward@google-login.example.net,Refund failed: update card now,Customs fee pending. Pay now to release your parcel,From: reward@google-login.example.net Subject: Refund failed: update card now Customs fee pending. Pay now to release your parcel. Click http://google-login.example.net/claim/4212 and submit password OTP PIN card details.,1
support@account-verify-now.test,Final warning: confirm your password,Customs fee pending. Pay now to release your parcel,From: support@account-verify-now.test Subject: Final warning: confirm your password Customs fee pending. Pay now to release your parcel. Click http://account-verify-now.test/verify/4357 and submit password OTP PIN card details.,1
reward@esewa-bonus-claim.test,Urgent account verification required,Refund failed. Enter card details to receive money,From: reward@esewa-bonus-claim.test Subject: Urgent account verification required Refund failed. Enter card details to receive money. Click http://esewa-bonus-claim.test/login/4332 and submit password OTP PIN card details.,1
support@np-prize-claim.test,Final warning: confirm your password,KYC expired. Confirm wallet PIN and OTP to continue,From: support@np-prize-claim.test Subject: Final warning: confirm your password KYC expired. Confirm wallet PIN and OTP to continue. Click http://np-prize-claim.test/verify/4880 and submit password OTP PIN card details.,1
noreply@store-receipts.example,Monthly statement is available,Thank you for your payment. No further action is required.,From: noreply@store-receipts.example Subject: Monthly statement is available Thank you for your payment. No further action is required. Link: https://store-receipts.example/help/3247,0
security@google-login.example.net,Unusual login detected,URGENT: your bank account is blocked. Verify login now,From: security@google-login.example.net Subject: Unusual login detected URGENT: your bank account is blocked. Verify login now. Click http://google-login.example.net/verify/4586 and submit password OTP PIN card details.,1
admin@mozilla.org,Meeting notes,The invoice has been received and marked paid.,From: admin@mozilla.org Subject: Meeting notes The invoice has been received and marked paid. Link: https://mozilla.org/receipt/3111,0
billing@khanacademy.org,Receipt for your recent purchase,Thank you for your payment. No further action is required.,From: billing@khanacademy.org Subject: Receipt for your recent purchase Thank you for your payment. No further action is required. Link: https://khanacademy.org/receipt/3748,0
verify@bank-support-update.test,Unusual login detected,URGENT: your bank account is blocked. Verify login now,From: verify@bank-support-update.test Subject: Unusual login detected URGENT: your bank account is blocked. Verify login now. Click http://bank-support-update.test/verify/4237 and submit password OTP PIN card details.,1
billing@docs.djangoproject.com,Library book reminder,Your appointment is confirmed for Friday at 10:00 AM.,From: billing@docs.djangoproject.com Subject: Library book reminder Your appointment is confirmed for Friday at 10:00 AM. Link: https://docs.djangoproject.com/profile/3790,0
reward@wallet-kyc-alert.test,Unusual login detected,KYC expired. Confirm wallet PIN and OTP to continue,From: reward@wallet-kyc-alert.test Subject: Unusual login detected KYC expired. Confirm wallet PIN and OTP to continue. Click http://wallet-kyc-alert.test/login/4185 and submit password OTP PIN card details.,1
admin@nrb.org.np,Receipt for your recent purchase,Your delivery is scheduled for tomorrow afternoon.,From: admin@nrb.org.np Subject: Receipt for your recent purchase Your delivery is scheduled for tomorrow afternoon. Link: https://nrb.org.np/help/3940,0
noreply@nepalbank.com.np,Appointment reminder,Your delivery is scheduled for tomorrow afternoon.,From: noreply@nepalbank.com.np Subject: Appointment reminder Your delivery is scheduled for tomorrow afternoon. Link: https://nepalbank.com.np/receipt/3938,0
security@delivery-fee-pay.test,Refund failed: update card now,"Congratulations, you won a cash prize. Claim reward immediately","From: security@delivery-fee-pay.test Subject: Refund failed: update card now Congratulations, you won a cash prize. Claim reward immediately. Click http://delivery-fee-pay.test/verify/4086 and submit password OTP PIN card details.",1
admin@openai.com,Meeting notes,Your delivery is scheduled for tomorrow afternoon.,From: admin@openai.com Subject: Meeting notes Your delivery is scheduled for tomorrow afternoon. Link: https://openai.com/help/3543,0
security@esewa-bonus-claim.test,Prize claim pending,Refund failed. Enter card details to receive money,From: security@esewa-bonus-claim.test Subject: Prize claim pending Refund failed. Enter card details to receive money. Click http://esewa-bonus-claim.test/verify/4269 and submit password OTP PIN card details.,1
security@192.168.45.12,Refund failed: update card now,Customs fee pending. Pay now to release your parcel,From: security@192.168.45.12 Subject: Refund failed: update card now Customs fee pending. Pay now to release your parcel. Click http://192.168.45.12/verify/4867 and submit password OTP PIN card details.,1
reward@delivery-fee-pay.test,Urgent account verification required,Refund failed. Enter card details to receive money,From: reward@delivery-fee-pay.test Subject: Urgent account verification required Refund failed. Enter card details to receive money. Click http://delivery-fee-pay.test/verify/4607 and submit password OTP PIN card details.,1
reward@10.8.4.22,Refund failed: update card now,Refund failed. Enter card details to receive money,From: reward@10.8.4.22 Subject: Refund failed: update card now Refund failed. Enter card details to receive money. Click http://10.8.4.22/verify/4373 and submit password OTP PIN card details.,1
billing@ird.gov.np,Project status summary,The invoice has been received and marked paid.,From: billing@ird.gov.np Subject: Project status summary The invoice has been received and marked paid. Link: https://ird.gov.np/help/3297,0
billing@wikipedia.org,Course update,Your delivery is scheduled for tomorrow afternoon.,From: billing@wikipedia.org Subject: Course update Your delivery is scheduled for tomorrow afternoon. Link: https://wikipedia.org/receipt/3883,0
verify@np-prize-claim.test,Refund failed: update card now,KYC expired. Confirm wallet PIN and OTP to continue,From: verify@np-prize-claim.test Subject: Refund failed: update card now KYC expired. Confirm wallet PIN and OTP to continue. Click http://np-prize-claim.test/claim/4202 and submit password OTP PIN card details.,1
noreply@university.edu.np,Library book reminder,Your OTP is 123456. Do not share it with anyone.,From: noreply@university.edu.np Subject: Library book reminder Your OTP is 123456. Do not share it with anyone. Link: https://university.edu.np/help/3811,0
security@delivery-fee-pay.test,Final warning: confirm your password,Refund failed. Enter card details to receive money,From: security@delivery-fee-pay.test Subject: Final warning: confirm your password Refund failed. Enter card details to receive money. Click http://delivery-fee-pay.test/claim/4609 and submit password OTP PIN card details.,1
billing@company-intranet.example,Meeting notes,The invoice has been received and marked paid.,From: billing@company-intranet.example Subject: Meeting notes The invoice has been received and marked paid. Link: https://company-intranet.example/receipt/3630,0
noreply@docs.djangoproject.com,Meeting notes,Your appointment is confirmed for Friday at 10:00 AM.,From: noreply@docs.djangoproject.com Subject: Meeting notes Your appointment is confirmed for Friday at 10:00 AM. Link: https://docs.djangoproject.com/help/3772,0
security@10.8.4.22,Final warning: confirm your password,URGENT: your bank account is blocked. Verify login now,From: security@10.8.4.22 Subject: Final warning: confirm your password URGENT: your bank account is blocked. Verify login now. Click http://10.8.4.22/claim/4104 and submit password OTP PIN card details.,1
verify@secure-login-check.test,Your wallet is blocked,Refund failed. Enter card details to receive money,From: verify@secure-login-check.test Subject: Your wallet is blocked Refund failed. Enter card details to receive money. Click http://secure-login-check.test/claim/4536 and submit password OTP PIN card details.,1
billing@khanacademy.org,Course update,Thank you for your payment. No further action is required.,From: billing@khanacademy.org Subject: Course update Thank you for your payment. No further action is required. Link: https://khanacademy.org/profile/3047,0
support@library.example,Appointment reminder,Class starts tomorrow. Please bring your notebook.,From: support@library.example Subject: Appointment reminder Class starts tomorrow. Please bring your notebook. Link: https://library.example/receipt/3392,0
admin@wikipedia.org,Appointment reminder,Thank you for your payment. No further action is required.,From: admin@wikipedia.org Subject: Appointment reminder Thank you for your payment. No further action is required. Link: https://wikipedia.org/receipt/3601,0
security@192.168.45.12,Final warning: confirm your password,Customs fee pending. Pay now to release your parcel,From: security@192.168.45.12 Subject: Final warning: confirm your password Customs fee pending. Pay now to release your parcel. Click http://192.168.45.12/login/4036 and submit password OTP PIN card details.,1
security@10.8.4.22,Unusual login detected,URGENT: your bank account is blocked. Verify login now,From: security@10.8.4.22 Subject: Unusual login detected URGENT: your bank account is blocked. Verify login now. Click http://10.8.4.22/claim/4744 and submit password OTP PIN card details.,1
security@google-login.example.net,Unusual login detected,Security alert. Update password within 24 hours,From: security@google-login.example.net Subject: Unusual login detected Security alert. Update password within 24 hours. Click http://google-login.example.net/verify/4547 and submit password OTP PIN card details.,1
security@khalti-refund.test,Your wallet is blocked,Security alert. Update password within 24 hours,From: security@khalti-refund.test Subject: Your wallet is blocked Security alert. Update password within 24 hours. Click http://khalti-refund.test/login/4276 and submit password OTP PIN card details.,1
support@wikipedia.org,Password changed successfully,Your OTP is 123456. Do not share it with anyone.,From: support@wikipedia.org Subject: Password changed successfully Your OTP is 123456. Do not share it with anyone. Link: https://wikipedia.org/help/3825,0
support@mozilla.org,Project status summary,Thank you for your payment. No further action is required.,From: support@mozilla.org Subject: Project status summary Thank you for your payment. No further action is required. Link: https://mozilla.org/receipt/3382,0
support@esewa-bonus-claim.test,Urgent account verification required,URGENT: your bank account is blocked. Verify login now,From: support@esewa-bonus-claim.test Subject: Urgent account verification required URGENT: your bank account is blocked. Verify login now. Click http://esewa-bonus-claim.test/login/4145 and submit password OTP PIN card details.,1
billing@coursera.org,Course update,Your appointment is confirmed for Friday at 10:00 AM.,From: billing@coursera.org Subject: Course update Your appointment is confirmed for Friday at 10:00 AM. Link: https://coursera.org/profile/3595,0
support@github.com,Course update,Your appointment is confirmed for Friday at 10:00 AM.,From: support@github.com Subject: Course update Your appointment is confirmed for Friday at 10:00 AM. Link: https://github.com/profile/3765,0
support@openai.com,Meeting notes,Your OTP is 123456. Do not share it with anyone.,From: support@openai.com Subject: Meeting notes Your OTP is 123456. Do not share it with anyone. Link: https://openai.com/receipt/3726,0
admin@nepalbank.com.np,Library book reminder,Your delivery is scheduled for tomorrow afternoon.,From: admin@nepalbank.com.np Subject: Library book reminder Your delivery is scheduled for tomorrow afternoon. Link: https://nepalbank.com.np/receipt/3320,0
billing@ird.gov.np,Course update,Your OTP is 123456. Do not share it with anyone.,From: billing@ird.gov.np Subject: Course update Your OTP is 123456. Do not share it with anyone. Link: https://ird.gov.np/profile/3798,0
admin@wikipedia.org,Receipt for your recent purchase,Class starts tomorrow. Please bring your notebook.,From: admin@wikipedia.org Subject: Receipt for your recent purchase Class starts tomorrow. Please bring your notebook. Link: https://wikipedia.org/receipt/3597,0
verify@google-login.example.net,Prize claim pending,KYC expired. Confirm wallet PIN and OTP to continue,From: verify@google-login.example.net Subject: Prize claim pending KYC expired. Confirm wallet PIN and OTP to continue. Click http://google-login.example.net/claim/4488 and submit password OTP PIN card details.,1
support@account-verify-now.test,Prize claim pending,"Congratulations, you won a cash prize. Claim reward immediately","From: support@account-verify-now.test Subject: Prize claim pending Congratulations, you won a cash prize. Claim reward immediately. Click http://account-verify-now.test/login/4684 and submit password OTP PIN card details.",1
support@github.com,Course update,Class starts tomorrow. Please bring your notebook.,From: support@github.com Subject: Course update Class starts tomorrow. Please bring your notebook. Link: https://github.com/help/3946,0
support@github.com,Receipt for your recent purchase,Your delivery is scheduled for tomorrow afternoon.,From: support@github.com Subject: Receipt for your recent purchase Your delivery is scheduled for tomorrow afternoon. Link: https://github.com/receipt/3168,0
admin@github.com,Meeting notes,Your appointment is confirmed for Friday at 10:00 AM.,From: admin@github.com Subject: Meeting notes Your appointment is confirmed for Friday at 10:00 AM. Link: https://github.com/help/3515,0
billing@company-intranet.example,Receipt for your recent purchase,The invoice has been received and marked paid.,From: billing@company-intranet.example Subject: Receipt for your recent purchase The invoice has been received and marked paid. Link: https://company-intranet.example/help/3634,0
admin@nepalbank.com.np,Library book reminder,Thank you for your payment. No further action is required.,From: admin@nepalbank.com.np Subject: Library book reminder Thank you for your payment. No further action is required. Link: https://nepalbank.com.np/profile/3213,0
support@khalti-refund.test,Urgent account verification required,"Congratulations, you won a cash prize. Claim reward immediately","From: support@khalti-refund.test Subject: Urgent account verification required Congratulations, you won a cash prize. Claim reward immediately. Click http://khalti-refund.test/verify/4360 and submit password OTP PIN card details.",1
verify@wallet-kyc-alert.test,Refund failed: update card now,"Congratulations, you won a cash prize. Claim reward immediately","From: verify@wallet-kyc-alert.test Subject: Refund failed: update card now Congratulations, you won a cash prize. Claim reward immediately. Click http://wallet-kyc-alert.test/verify/4398 and submit password OTP PIN card details.",1
admin@nrb.org.np,Monthly statement is available,Your appointment is confirmed for Friday at 10:00 AM.,From: admin@nrb.org.np Subject: Monthly statement is available Your appointment is confirmed for Friday at 10:00 AM. Link: https://nrb.org.np/help/3754,0
support@nepalbank.com.np,Monthly statement is available,Thank you for your payment. No further action is required.,From: support@nepalbank.com.np Subject: Monthly statement is available Thank you for your payment. No further action is required. Link: https://nepalbank.com.np/help/3267,0
support@secure-login-check.test,Unusual login detected,KYC expired. Confirm wallet PIN and OTP to continue,From: support@secure-login-check.test Subject: Unusual login detected KYC expired. Confirm wallet PIN and OTP to continue. Click http://secure-login-check.test/login/4436 and submit password OTP PIN card details.,1
security@khalti-refund.test,Final warning: confirm your password,URGENT: your bank account is blocked. Verify login now,From: security@khalti-refund.test Subject: Final warning: confirm your password URGENT: your bank account is blocked. Verify login now. Click http://khalti-refund.test/verify/4528 and submit password OTP PIN card details.,1
support@google-login.example.net,Refund failed: update card now,"Congratulations, you won a cash prize. Claim reward immediately","From: support@google-login.example.net Subject: Refund failed: update card now Congratulations, you won a cash prize. Claim reward immediately. Click http://google-login.example.net/verify/4940 and submit password OTP PIN card details.",1
support@10.8.4.22,Unusual login detected,Refund failed. Enter card details to receive money,From: support@10.8.4.22 Subject: Unusual login detected Refund failed. Enter card details to receive money. Click http://10.8.4.22/verify/4518 and submit password OTP PIN card details.,1
reward@np-prize-claim.test,Refund failed: update card now,"Congratulations, you won a cash prize. Claim reward immediately","From: reward@np-prize-claim.test Subject: Refund failed: update card now Congratulations, you won a cash prize. Claim reward immediately. Click http://np-prize-claim.test/login/4688 and submit password OTP PIN card details.",1
billing@coursera.org,Receipt for your recent purchase,Your delivery is scheduled for tomorrow afternoon.,From: billing@coursera.org Subject: Receipt for your recent purchase Your delivery is scheduled for tomorrow afternoon. Link: https://coursera.org/profile/3834,0
